English,Persian
creating folder   '     '    ,نمیتوان پوشهی « » را گرفت :
cannot delete folder  :      :    invalid operation ,نمیتوان پوشه را حذف کرد : : عملیات نامعتبر
cannot rename folder  :      :    invalid operation ,نمیتوان نام پوشه را تغییر داد : : عملیات نامعتبر
connection cancelled ,از اتصال صرف نظر شد
"could not connect with command  ""   ""    :     ",اتصال با فرمان « » ممکن نبود :
subscribing to folder   '     '    ,همگامسازی پوشه ها
unsubscribing from folder   '     '    ,نمیتوانابونهیپوشهی « » را قطع کرد : فرمان نامناسب
could not parse url   '     '    ,تجزیهینشانی اینترنتی « » ممکن نبود
updating folder   '     '    ,نمیتوان پوشهی « » را گرفت :
cannot copy or move messages into a virtual folder ,نمیتوان از پیغام ها در پوشه های مجازی نسخهبرداری کرد یا انها را بهانجا جابهجاکرد .
no such message  in  ,پیغام در نیست
error storing   '     '     :    ,خطا در ذخیرهسازی « » :
cannot delete folder  :      :    no such folder ,نمیتوان پوشه را حذف کرد : : چنین پوشه ای وجود ندارد
cannot rename folder  :      :    no such folder ,نمیتوان نام پوشه را تغییر داد : : پوشه وجود ندارد
cannot copy messages to the trash folder ,نمیتوان از پیغام ها در پوشهیزباله دان نسخهبرداری کرد
cannot copy messages to the junk folder ,نمیتوان از پیغام در پوشهی اشغال نسخهبرداری کرد
no quota information available for folder   '     '    ,: کارخانه ای برای نشانی اینترنتی « » موجود نیست
unable to move junk messages ,بازیابی پیغام امکانپذیر نیست :
unable to move deleted messages ,بازیابی پیغام امکانپذیر نیست :
apply message  filters to this folder ,نمیتوان از پیغام ها در پوشهیزباله دان نسخهبرداری کرد
could not create folder summary for  ,بار کردن خلاصهی ممکن نبود
could not create cache for   :    ,ایجاد پروندهیحافظهی نهان ممکن نبود
no imap mailbox available for folder   '     '    ,: کارخانه ای برای نشانی اینترنتی « » موجود نیست
checking for new mail ,بررسی به دنبال نامهی جدید
c heck for new messages in all folders ,بررسی به دنبال نامه های جدید در همهی پوشه ها
ch eck for new messages in subscribed folders ,بررسی به دنبال پیغام های جدید در همهی پوشه ها
connection to server ,اتصال به کارگزار
folders ,پوشه ها
 show only subscribed folders ,نشان دادن فقط پوشه هایابونه شده
namespace  :    ,فضای نام
apply  filters to new messages in all folders ,اعمال صافی هابر پیغام های جدید در دریافتی
 apply filters to new messages in inbox on this server ,اعمال صافی هابر پیغام های جدید در دریافتی این کارگزار
check new messages for  junk contents ,بررسیپیغام های جدید به دنبال محتویاتاش غال
only check for junk messages in the in box folder ,بررسی به دنبال پیغام های اشغال فقط درپوشهیinbox
automatically synchroni ze remote mail locally ,همگامسازی محلی نامه های دوردست به طور خودکار
imap over ssl ,کارگزار imap
imap  ,imap
for reading and storing mail on imap servers .   ,برای خواندن و ذخیرهینامهرویکارگزارهایimap .
not authenticated ,تایید هویت شکستخورد .
server disconnected ,اتصال کارگزار به طور غیرمنتظره قطع شد :
error writing to cache stream ,خطا در نوشتن در نامه دان موقت :
error performing idle ,خطا در انجام جست و جو
failed to connect to imap server  in secure mode  :     ,اتصال به کارگزار imap در حالت امن شکست خورد :
starttls not supported ,پشتیبانی نمیشود starttls
failed to connect to imap server  in secure mode  :    ,اتصال به کارگزار imap در حالت امن شکست خورد :
imap server  does not support  authentication ,کارگزار imap از نوع تایید هویت درخواست شدهی پشتیبانی نمیکند
cannot authenticate without a username ,نمیتوان با کارگزار تایید هویت کرد :
authentication password not available ,تایید هویت شکست خورد
error fetching message ,در حال رمزنگاری پیغام
failed to close the tmp stream ,ارسال نام کاربر به کارگزار شکست خورد
failed to copy the tmp file ,تایید هویت شکستخورد .
error moving messages ,در حال جابهجایی پیغام ها
error copying messages ,در حال نسخهبرداری از پیغام ها
error appending message ,در حال ارسال پیغام
error retrieving message ,خطا در بازیابی گروه خبری :
fetching summary information for new messages in   '     '    ,در حال اوردن اطلاعات خلاصهیپیغام های جدید
scanning for changed messages in   '     '    ,پویش به دنبال پیغام های تغییر یافته
error fetching new messages ,: در حالپویشپیغام های جدید
error refreshing folder ,خطا در انجام جست و جو
error expunging message ,در حال پاکسازی پیغام های حذف شده
error fetching folders ,در حال ذخیرهسازی پوشه
error creating folder ,در حال ذخیرهسازی پوشه
error deleting folder ,در حال ذخیرهسازی پوشه
error renaming folder ,در حال ذخیرهسازی پوشه
error subscribing to folder ,نشان دادن فقط پوشه هایابونه شده
error unsubscribing from folder ,نمیتوانابونهیپوشهی « » را قطع کرد : فرمان نامناسب
error retrieving quota information ,خطا در بازیابی گروه خبری :
search failed ,کدگشا شکست خورد
error performing noop ,خطا در انجام جست و جو
cannot get message with message id   :     ,دسترسی به پیغام ممکن نیست :
no such message available .   ,چنین پیغامی وجود ندارد
cannot create spool file  :    ,پیغام ایجاد نمیشود :
imap server does not support quotas ,کارگزار imap از نوع تایید هویت درخواست شدهی پشتیبانی نمیکند .
inbox ,دریافتی
imap server  ,کارگزار imap
imap service for  on  ,سرویسimap برای در
this option will connect to the imap server using a plaintext password .   ,این گزینه با استفاده از گذرواژهی متن ساده به کارگزارimap متصل خواهد شد .
no such folder  ,پوشهی وجود ندارد
retrieving folder list for  ,امادهسازیپوشهی « » برای حالت منفصل
"the folder name  ""   ""   is invalid because it contains the character  ""   ""   ",نام پروندهی « » نامعتبر است چون حاوی نویسهی « » است
you must be working online to complete this operation ,برای تکمیل این عملیات باید برخط کار کنید
mailbox  :      (   )   ,نامه دان : ( )
 index message body data ,نمایهگذاری کردن داده های بدنهی پیغام
cannot get message  from folder   ,دسترسی به پیغام ممکن نیست : از پوشهی
 use the   '    .  folders  '    folder summary file  (  exmh )   ,استفاده از پرونده هایخلاصهیپوشهی « . folders » ( exmh )
mh -  format mail directories ,شاخه های نامه با قالب mh
for storing local mail in mh -  like mail directories .   ,برای ذخیره کردن نامه های محلی با شاخه های نامهی شبیه mh
local delivery ,تحویل محلی
for retrieving  (  moving )   local mail from standard mbox -  formatted spools into folders managed by evolution .   ,برای بازیابی ( جابهجایی ) نامه های محلی از قرقره های استاندارد با قالب mbox در پوشه هایی که توسط evolution مدیریت میشوند .
