English,Persian
"A
","A
"
"Event
","رویداد
"
"Choose a sound
","یک عکس انتخاب کنید
"
"Play
","پخش
"
"String
","رشته
"
"Forward _URI:
","ار_جاع
"
"The host where calls should be forwarded if call forwarding is enabled
","میزبانی که تماس‌ها در حالت‌های انتخاب‌شده در بالا به آنجا ارجاع خواهند شد
"
"Advanced Settings
","تنظیمات پیشرفته
"
"Enable H.245 _tunneling
","به کار انداختن _تونل‌زنی H.254
"
"This enables H.245 early in the setup
","این گزینه H.245 را خیلی زود در تنظیمات به کار می‌اندازد
"
"Enable fast _connect procedure
","به کار انداختن روال آ_غاز سریع
"
"Connection will be established in Fast Connect (Fast Start) mode. Fast Connect is a way to start calls faster that was introduced in H.323v2.
","اتصال با استفاده از حالت آغاز سریع برقرار خواهد شد. آغاز سریع روش جدیدی برای آغاز سریع‌تر مکالمات است که در H.323v2 معرفی شده است. این روش توسط Netmeeting پشتیبانی نمی‌شود و استفاده از آغاز سریع و تونل‌زنی H.254 ممکن است باعث فروپاشی بعضی نسخه‌های Netmeeting شود.
"
"Enable H.239 control
","به کار انداختن تونل‌زنی H.254
"
"_Send DTMF as:
","ار_سال DTMF به صورت:
"
"Settings
","تنظیمات NAT
"
"Enable silence _detection
","به کار انداختن _تشخیص سکوت
"
"If enabled, use silence detection with the codecs supporting it
","اگر به کار انداخته شود، از کُدک‌های GSM و G.711 برای تشخیص سکوت استفاده می‌کند
"
"Enable echo can_celation
","به کار انداختن _دریافت ویدئو
"
"If enabled, use echo cancellation
","لغو خودکار echo
"
"Maximum _jitter buffer of
","حداکثر میانگیر jitter
"
"ms
","میلی‌ثانیه
"
"The maximum jitter buffer size for audio reception (in ms)
","حداکثر اندازه‌ی میانگیر jitter برای دریافت صدا (به میلی‌ثانیه)
"
"Devices
","دستگاه‌ها
"
"Ringing device:
","دستگاه خروجی زنگ:
"
"Select the ringing audio device to use
","دستگاه ورودی صدای استفاده شونده را انتخاب کنید
"
"Output device:
","دستگاه‌ خروجی:
"
"Select the audio output device to use
","دستگاه خروجی صدای استفاده شونده را انتخاب کنید
"
"Input device:
","دستگاه ورودی
"
"Select the audio input device to use
","دستگاه ورودی صدای استفاده شونده را انتخاب کنید
"
"_Detect devices
","_تشخیص دستگاه‌ها
"
"Click here to refresh the device list
","برای تازه کردن فهرست دستگاه‌ها اینجا کلیک کنید.
"
"Small
","کوچک
"
"Medium
","متوسط
"
"PAL (Europe)
","‏PAL (اروپا)
"
"NTSC (America)
","NTSC (امریکا)
"
"SECAM (France)
","‏SECAM (فرانسه)‏
"
"Auto
","خودکار
"
"Picture quality
","کیفیت عکس
"
"Frame rate
","آهنگ چارچوب
"
"Maximum video _bitrate of
","حداکثر _پهنای باند
"
"The maximum video bitrate in kbits/s. The video quality and the effective frame rate will be dynamically adjusted to keep the bitrate at the given value.
","حداکثر پهنای باند ویدئو به کیلوبایت/ثانیه. کیفیت ویدئو و تعداد چارچوب‌های ارسال شده در ثانیه در حین مکالمات به طور پویابالاتر ازحداقلشان تنظیم می‌شوند تا سعی شود پهنای باند به مقدار داده شده حداقل شود.
"
"Select the video input device to use. If an error occurs when using this device a test picture will be transmitted.
","دستگاه ورودی ویدئویی استفاده شونده را انتخاب کنید. اگر هنگام استفاده از این دستگاه خطایی رخ دهد یک تصویر آزمایشی ارسال خواهد شد.
"
"Size:
","اندازه:
"
"Select the transmitted video size
","دستگاه خروجی صدای استفاده شونده را انتخاب کنید
"
"Format:
","قالب:
"
"Select the format for video cameras (does not apply to most USB cameras)
","قالب دوربین ویدئو را انتخاب کنید (شامل بیشتر دوربین‌های USB نمی‌شود)
"
"Channel:
","کانال:
"
"The video channel number to use (to select camera, tv or other sources)
","شماره‌ی کانال ویدئویی استفاده شونده (برای انتخاب دوربین، تلویزیون یا منابع دیگر)
"
"No device found
","هیچ دستگاهی پیدا نشد
"
"Ekiga Preferences
","_ترجیحات
"
"General
","عمومی
"
"Forwarding
","ارجاع تماس
"
"Sound Events
","رویدادهای صوتی
"
"Audio
","صدا
"
"Video
","ویدئو
"
"Contributors:
","یاری‌رسانان:
"
"Artwork:
","طرح‌ها و تصاویر:
"
"translator-credits
","میلاد زکریا <meelad\@farsiweb\.info>‏ الناز سربر<elnaz\@farsiweb\.info>
"
"Unable to open help file.
","باز کردن دستگاه شکست خورد
"
"Do not show this dialog again
","این محاوره دوباره نشان داده نشود
"
"Audio output device
","دستگاه خروجی صدا
"
"Audio input device
","دستگاه ورودی صدا
"
"Video input device
","دستگاه ورودی ویدئو
"
"Video size
","اندازه‌ی ویدئو:
"
"Video channel
","کانال ویدئویی
"
"Video format
","قالب ویدئو
"
"Video preview
","پیش‌نمایش ویدئو
"
"Full name
","نام
"
"The short status information
","ویرایش اطلاعات آشنا
"
"The long status information
","ویرایش اطلاعات آشنا
"
"Alternative audio output device
","دستگاه خروجی صدا
"
"Select an alternative audio output device to use for sound events.
","دستگاه خروجی صدایی را که برای رویداد صدای زنگ استفاده می‌شود انتخاب کنید
"
"The incoming call sound
","صدای تماس دریافتی
"
"The sound that will be played on incoming calls, if enabled
","صدایی که در صورت به کار انداخته شدن، هنگام دریافت تماس پخش خواهد شد
"
"The chosen sound will be played on incoming calls, if enabled
","در صورت به کار انداخته شدن صدای انتخاب شده هنگام دریافت تماس پخش خواهد شد
"
"The new instant message sound
","صدای زنگ
"
"The sound that will be played when there is a new instant message, if enabled
","صدایی که در صورت به کار انداخته شدن، هنگام تماس گرفتن با دیگران پخش خواهد شد
"
"Play sound on new message
","پخش صدا هنگام دریافت تماس
"
"The chosen sound will be played when a new instant message is received, if enabled
","در صورت به کار انداخته شدن، صدای انتخاب شده هنگام تماس گرفتن با دیگران پخش خواهد شد
"
"The new voice mail sound
","صدای تماس دریافتی
"
"The sound that will be played when there is a new voice mail, if enabled
","صدایی که در صورت به کار انداخته شدن، هنگام دریافت تماس پخش خواهد شد
"
"Play sound on new voice mail
","پخش صدا هنگام دریافت تماس
"
"The chosen sound will be played when a new voice mail is received, if enabled
","در صورت به کار انداخته شدن، صدای انتخاب شده هنگام تماس گرفتن با دیگران پخش خواهد شد
"
"The chosen sound will be played when calling somebody, if enabled
","در صورت به کار انداخته شدن، صدای انتخاب شده هنگام تماس گرفتن با دیگران پخش خواهد شد
"
"The dial tone sound
","صدای زنگ
"
"The sound that will be played when calling somebody, if enabled
","صدایی که در صورت به کار انداخته شدن، هنگام تماس گرفتن با دیگران پخش خواهد شد
"
"The chosen sound will be played at the end of calls or calling somebody who is busy, if enabled
","در صورت به کار انداخته شدن، صدای انتخاب شده در پایان تماس‌ها یا هنگام تماس با کسی که مشغول است پخش خواهد شد
"
"The busy tone sound
","صدای بوق اشغال
"
"The sound that will be played at the end of calls or when calling somebody who is busy, if enabled
","صدایی که در صورت به کار انداخته شده، در پایان تماس‌ها یا هنگام تماس با کسی که مشغول است پخش خواهد شد
"
"The STUN Server
","کارگزار STUN
"
"The STUN server to use for STUN Support. STUN is a technology that permits passage through some types of NAT gateway
","کارگزار STUN که برای پشتیبانی STUN استفاده شود. STUN فنی است که اجازه‌ی عبور از بعضی انواع دروازه‌های NAT را می‌دهد.
"
"Enable STUN network detection
","به کار انداختن تشخیص سکوت
"
"Position on the screen of the call window
","موقعیت پنجره‌ی ثبت وقایع روی صفحه‌ی نمایش
"
"Size of the call window
","اندازه‌ی پنجره‌ی ثبت وقایع
"
"Position on the screen of the extended video window
","موقعیت پنجره‌ی دروئید روی صفحه‌ی نمایش
"
"Size of the extended video window
","اندازه‌ی پنجره‌ی ویدئوی دوردست
"
